Station Name,Measurement Timestamp,Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,Measurement Timestamp Label,Measurement ID
63rdStreetWeatherStation,06/27/2016 06:00:00 PM,19.20,15.9,72,0.0,0.00,280.8,0,18,4.0,6.0,992.3,370,353,12.0,06/27/2016 6:00 PM,63rdStreetWeatherStation201506271800
63rdStreetWeatherStation,06/27/2016 07:00:00 PM,17.90,15.5,78,0.0,0.00,280.8,0,8,3.0,5.5,992.1,188,354,12.0,06/27/2016 7:00 PM,63rdStreetWeatherStation201506271900
63rdStreetWeatherStation,06/27/2016 08:00:00 PM,17.60,14.9,76,0.0,0.00,280.8,0,14,3.7,5.3,991.7,24,354,11.9,06/27/2016 8:00 PM,63rdStreetWeatherStation201506272000
63rdStreetWeatherStation,06/27/2016 09:00:00 PM,18.20,14.6,68,0.0,0.00,280.8,0,7,3.2,5.7,991.6,2,355,11.9,06/27/2016 9:00 PM,63rdStreetWeatherStation201506272100
63rdStreetWeatherStation,06/27/2016 10:00:00 PM,17.90,14.4,69,0.0,0.00,280.8,0,3,2.3,4.7,991.5,2,355,11.9,06/27/2016 10:00 PM,63rdStreetWeatherStation201506272200
63rdStreetWeatherStation,06/27/2016 11:00:00 PM,18.40,14.0,62,0.0,0.00,280.8,0,1,2.7,4.3,991.3,2,354,11.9,06/27/2016 11:00 PM,63rdStreetWeatherStation201506272300
63rdStreetWeatherStation,06/27/2016 12:00:00 AM,16.50,15.9,95,0.0,0.40,279.9,60,15,3.5,4.8,992.5,3,355,11.9,06/27/2016 12:00 AM,63rdStreetWeatherStation201506272400
63rdStreetWeatherStation,06/28/2016 02:00:00 AM,16.40,13.3,71,0.0,0.00,280.8,0,268,1.6,1.9,991.0,3,354,11.9,06/28/2016 2:00 AM,63rdStreetWeatherStation201506280200
63rdStreetWeatherStation,06/28/2016 03:00:00 AM,16.00,13.0,72,0.0,0.00,280.8,0,261,1.8,2.7,990.8,3,354,11.9,06/28/2016 3:00 AM,63rdStreetWeatherStation201506280300
63rdStreetWeatherStation,06/28/2016 04:00:00 AM,15.60,12.9,74,0.0,0.00,280.8,0,258,1.4,1.7,990.5,3,355,11.9,06/28/2016 4:00 AM,63rdStreetWeatherStation201506280400
63rdStreetWeatherStation,06/28/2016 05:00:00 AM,15.00,13.3,83,0.0,0.00,280.8,60,262,1.2,1.4,990.7,3,355,11.9,06/28/2016 5:00 AM,63rdStreetWeatherStation201506280500
63rdStreetWeatherStation,06/28/2016 06:00:00 AM,15.50,13.2,78,0.0,0.00,280.8,0,0,0.0,0.4,991.0,41,355,11.9,06/28/2016 6:00 AM,63rdStreetWeatherStation201506280600
63rdStreetWeatherStation,06/28/2016 07:00:00 AM,18.60,14.9,68,0.0,0.00,280.8,0,0,0.0,0.4,991.1,175,356,11.9,06/28/2016 7:00 AM,63rdStreetWeatherStation201506280700
63rdStreetWeatherStation,06/28/2016 08:00:00 AM,19.90,15.4,63,0.0,0.00,280.8,0,226,0.5,0.7,991.7,350,356,11.9,06/28/2016 8:00 AM,63rdStreetWeatherStation201506280800
63rdStreetWeatherStation,06/28/2016 09:00:00 AM,20.30,15.1,58,0.0,0.00,280.8,0,101,1.1,1.8,991.4,531,356,11.9,06/28/2016 9:00 AM,63rdStreetWeatherStation201506280900
63rdStreetWeatherStation,06/28/2016 10:00:00 AM,18.90,15.8,73,0.0,0.00,280.8,0,116,0.7,1.1,991.2,678,356,12.0,06/28/2016 10:00 AM,63rdStreetWeatherStation201506281000
63rdStreetWeatherStation,06/28/2016 11:00:00 AM,19.70,16.6,74,0.0,0.00,280.8,0,132,0.4,0.8,990.7,800,355,11.9,06/28/2016 11:00 AM,63rdStreetWeatherStation201506281100
63rdStreetWeatherStation,06/28/2016 12:00:00 PM,20.50,17.2,72,0.0,0.00,280.8,0,154,0.9,1.9,990.2,908,355,12.0,06/28/2016 12:00 PM,63rdStreetWeatherStation201506281200
63rdStreetWeatherStation,06/28/2016 01:00:00 PM,20.70,16.8,68,0.0,0.00,280.8,0,110,1.2,3.1,989.7,854,355,12.0,06/28/2016 1:00 PM,63rdStreetWeatherStation201506281300
63rdStreetWeatherStation,06/28/2016 02:00:00 PM,21.10,16.1,60,0.0,0.00,280.8,0,98,2.9,4.9,989.2,690,354,11.9,06/28/2016 2:00 PM,63rdStreetWeatherStation201506281400
63rdStreetWeatherStation,06/28/2016 03:00:00 PM,20.80,16.2,63,0.0,0.00,280.8,0,117,0.9,1.9,988.7,713,354,11.9,06/28/2016 3:00 PM,63rdStreetWeatherStation201506281500
63rdStreetWeatherStation,06/28/2016 04:00:00 PM,20.90,16.2,63,0.0,0.00,280.8,0,163,0.7,2.3,988.2,202,355,11.9,06/28/2016 4:00 PM,63rdStreetWeatherStation201506281600
63rdStreetWeatherStation,06/28/2016 05:00:00 PM,22.70,17.9,63,0.0,0.00,280.8,0,240,3.5,6.4,988.3,60,355,12.0,06/28/2016 5:00 PM,63rdStreetWeatherStation201506281700
63rdStreetWeatherStation,06/28/2016 06:00:00 PM,22.90,18.2,64,0.6,0.00,280.9,60,206,1.6,2.9,988.0,95,355,12.0,06/28/2016 6:00 PM,63rdStreetWeatherStation201506281800
63rdStreetWeatherStation,06/28/2016 07:00:00 PM,22.70,18.2,65,0.6,0.10,281.0,60,239,1.8,3.0,987.9,45,354,12.0,06/28/2016 7:00 PM,63rdStreetWeatherStation201506281900
63rdStreetWeatherStation,06/28/2016 08:00:00 PM,22.80,17.7,61,0.0,0.00,281.0,0,187,2.2,2.9,987.8,5,355,12.0,06/28/2016 8:00 PM,63rdStreetWeatherStation201506282000
63rdStreetWeatherStation,06/28/2016 09:00:00 PM,20.60,17.7,76,0.0,0.10,281.1,60,129,0.6,1.5,987.5,1,355,11.9,06/28/2016 9:00 PM,63rdStreetWeatherStation201506282100
63rdStreetWeatherStation,06/28/2016 10:00:00 PM,20.30,17.3,74,0.0,0.00,281.1,60,162,1.9,4.5,988.1,2,354,11.9,06/28/2016 10:00 PM,63rdStreetWeatherStation201506282200
63rdStreetWeatherStation,06/28/2016 11:00:00 PM,21.00,18.2,77,0.0,0.00,281.1,0,256,2.1,3.2,988.2,1,355,11.9,06/28/2016 11:00 PM,63rdStreetWeatherStation201506282300
63rdStreetWeatherStation,06/28/2016 12:00:00 AM,18.20,13.5,60,0.0,0.00,280.8,0,356,1.9,3.0,991.5,2,355,11.9,06/28/2016 12:00 AM,63rdStreetWeatherStation201506282400
63rdStreetWeatherStation,06/29/2016 01:00:00 AM,20.40,17.8,78,0.0,0.00,281.1,0,184,1.3,1.7,987.5,1,355,12.0,06/29/2016 1:00 AM,63rdStreetWeatherStation201506290100
63rdStreetWeatherStation,06/29/2016 02:00:00 AM,20.10,18.2,84,0.0,0.00,281.1,0,168,2.2,3.5,986.8,2,355,12.0,06/29/2016 2:00 AM,63rdStreetWeatherStation201506290200
63rdStreetWeatherStation,06/29/2016 03:00:00 AM,19.70,18.2,87,0.0,0.00,281.1,0,114,0.5,0.7,986.6,2,355,11.9,06/29/2016 3:00 AM,63rdStreetWeatherStation201506290300
63rdStreetWeatherStation,06/29/2016 04:00:00 AM,19.50,18.2,89,0.0,0.00,281.1,0,0,0.0,0.5,986.5,2,355,11.9,06/29/2016 4:00 AM,63rdStreetWeatherStation201506290400
63rdStreetWeatherStation,06/29/2016 05:00:00 AM,18.80,18.1,94,0.0,0.00,281.1,0,157,0.9,1.4,986.5,2,355,11.9,06/29/2016 5:00 AM,63rdStreetWeatherStation201506290500
63rdStreetWeatherStation,06/29/2016 06:00:00 AM,18.80,18.2,94,0.0,0.60,281.7,60,165,1.1,1.9,986.5,11,354,11.9,06/29/2016 6:00 AM,63rdStreetWeatherStation201506290600
63rdStreetWeatherStation,06/29/2016 07:00:00 AM,18.40,18.0,96,0.0,1.30,283.0,60,97,1.0,1.7,986.9,38,355,11.9,06/29/2016 7:00 AM,63rdStreetWeatherStation201506290700
63rdStreetWeatherStation,06/29/2016 08:00:00 AM,18.50,18.0,96,0.0,0.50,283.5,0,158,0.5,1.4,987.2,65,354,11.9,06/29/2016 8:00 AM,63rdStreetWeatherStation201506290800
63rdStreetWeatherStation,06/29/2016 09:00:00 AM,18.40,17.9,95,0.0,0.00,283.5,0,111,0.6,0.9,987.3,185,355,12.0,06/29/2016 9:00 AM,63rdStreetWeatherStation201506290900
63rdStreetWeatherStation,06/29/2016 10:00:00 AM,18.80,18.2,94,0.0,0.00,283.5,0,102,2.6,3.6,987.0,423,355,12.0,06/29/2016 10:00 AM,63rdStreetWeatherStation201506291000
63rdStreetWeatherStation,06/29/2016 11:00:00 AM,18.50,18.0,95,0.0,0.00,283.5,0,98,2.6,3.8,987.1,285,355,11.9,06/29/2016 11:00 AM,63rdStreetWeatherStation201506291100
63rdStreetWeatherStation,06/29/2016 12:00:00 PM,18.50,17.9,95,0.0,0.00,283.5,0,106,1.1,2.2,987.3,340,355,11.9,06/29/2016 12:00 PM,63rdStreetWeatherStation201506291200
63rdStreetWeatherStation,06/29/2016 01:00:00 PM,18.60,18.1,95,0.0,0.20,283.7,60,101,2.1,3.5,987.2,457,354,12.0,06/29/2016 1:00 PM,63rdStreetWeatherStation201506291300
63rdStreetWeatherStation,06/29/2016 02:00:00 PM,19.40,18.2,90,0.0,0.00,283.7,0,114,0.9,1.4,987.2,793,354,11.9,06/29/2016 2:00 PM,63rdStreetWeatherStation201506291400
63rdStreetWeatherStation,06/29/2016 03:00:00 PM,19.20,18.5,93,0.0,0.00,283.7,0,103,1.4,2.5,986.8,327,354,12.0,06/29/2016 3:00 PM,63rdStreetWeatherStation201506291500
63rdStreetWeatherStation,06/29/2016 04:00:00 PM,19.20,18.5,94,0.0,0.00,283.7,0,64,1.5,1.9,986.7,328,354,12.0,06/29/2016 4:00 PM,63rdStreetWeatherStation201506291600
63rdStreetWeatherStation,06/29/2016 05:00:00 PM,19.80,18.9,92,0.0,0.00,283.7,0,94,1.3,1.8,986.5,200,354,12.0,06/29/2016 5:00 PM,63rdStreetWeatherStation201506291700
63rdStreetWeatherStation,06/29/2016 06:00:00 PM,18.90,18.5,96,0.0,0.00,283.7,0,67,1.6,2.1,986.5,64,355,11.9,06/29/2016 6:00 PM,63rdStreetWeatherStation201506291800
63rdStreetWeatherStation,06/29/2016 07:00:00 PM,19.90,18.8,90,0.0,0.00,283.7,0,188,0.6,0.9,986.7,108,355,11.9,06/29/2016 7:00 PM,63rdStreetWeatherStation201506291900
63rdStreetWeatherStation,06/29/2016 08:00:00 PM,19.20,18.4,93,0.0,0.00,283.7,0,108,0.9,1.6,986.6,20,355,11.9,06/29/2016 8:00 PM,63rdStreetWeatherStation201506292000
63rdStreetWeatherStation,06/29/2016 09:00:00 PM,19.00,18.2,93,0.0,0.00,283.7,0,154,0.4,2.0,986.6,2,355,11.9,06/29/2016 9:00 PM,63rdStreetWeatherStation201506292100
63rdStreetWeatherStation,06/29/2016 10:00:00 PM,19.80,18.6,90,0.0,0.00,283.7,0,151,0.0,0.6,986.8,2,355,12.0,06/29/2016 10:00 PM,63rdStreetWeatherStation201506292200
63rdStreetWeatherStation,06/29/2016 11:00:00 PM,19.10,18.3,93,0.0,0.00,283.7,0,0,0.0,0.6,986.6,2,355,12.0,06/29/2016 11:00 PM,63rdStreetWeatherStation201506292300
63rdStreetWeatherStation,06/29/2016 12:00:00 AM,20.80,17.9,76,0.0,0.00,281.1,0,220,1.4,2.0,987.8,1,355,11.9,06/29/2016 12:00 AM,63rdStreetWeatherStation201506292400
63rdStreetWeatherStation,06/30/2016 01:00:00 AM,19.30,18.8,96,0.0,0.00,283.7,0,225,2.1,3.6,986.0,2,354,11.9,06/30/2016 1:00 AM,63rdStreetWeatherStation201506300100
63rdStreetWeatherStation,06/30/2016 02:00:00 AM,19.30,18.7,95,0.0,0.00,283.7,0,271,1.9,3.1,985.9,2,355,12.0,06/30/2016 2:00 AM,63rdStreetWeatherStation201506300200
63rdStreetWeatherStation,06/30/2016 03:00:00 AM,19.30,18.7,94,0.0,0.00,283.7,0,172,0.0,0.6,985.8,2,355,11.9,06/30/2016 3:00 AM,63rdStreetWeatherStation201506300300
63rdStreetWeatherStation,06/30/2016 04:00:00 AM,19.00,18.5,96,0.0,0.00,283.7,0,258,1.8,2.7,985.4,2,355,11.9,06/30/2016 4:00 AM,63rdStreetWeatherStation201506300400
63rdStreetWeatherStation,06/30/2016 05:00:00 AM,19.10,18.3,93,0.0,0.00,283.7,0,272,2.4,4.0,985.6,2,354,12.0,06/30/2016 5:00 AM,63rdStreetWeatherStation201506300500
63rdStreetWeatherStation,06/30/2016 06:00:00 AM,18.80,17.8,91,0.0,0.00,283.7,0,279,2.3,3.8,986.2,32,355,12.0,06/30/2016 6:00 AM,63rdStreetWeatherStation201506300600
63rdStreetWeatherStation,06/30/2016 07:00:00 AM,19.20,17.5,85,0.0,0.00,283.7,0,323,1.5,4.4,986.7,146,356,12.0,06/30/2016 7:00 AM,63rdStreetWeatherStation201506300700
63rdStreetWeatherStation,06/30/2016 08:00:00 AM,20.00,17.6,79,0.0,0.00,283.7,0,299,1.6,3.3,986.9,290,356,11.9,06/30/2016 8:00 AM,63rdStreetWeatherStation201506300800
63rdStreetWeatherStation,06/30/2016 09:00:00 AM,21.20,18.2,76,0.0,0.00,283.7,0,279,1.8,3.0,987.3,443,356,11.9,06/30/2016 9:00 AM,63rdStreetWeatherStation201506300900
63rdStreetWeatherStation,06/30/2016 10:00:00 AM,22.30,17.9,65,0.0,0.00,283.7,0,268,4.0,6.6,987.0,590,356,11.9,06/30/2016 10:00 AM,63rdStreetWeatherStation201506301000
63rdStreetWeatherStation,06/30/2016 11:00:00 AM,23.50,18.6,63,0.0,0.00,283.7,0,344,1.8,3.5,986.9,709,356,11.9,06/30/2016 11:00 AM,63rdStreetWeatherStation201506301100
63rdStreetWeatherStation,06/30/2016 12:00:00 PM,22.40,18.3,68,0.0,0.00,283.7,0,29,1.6,3.9,987.0,795,355,12.0,06/30/2016 12:00 PM,63rdStreetWeatherStation201506301200
63rdStreetWeatherStation,06/30/2016 01:00:00 PM,20.30,18.5,85,0.0,0.00,283.7,0,56,1.7,4.2,987.2,529,355,12.0,06/30/2016 1:00 PM,63rdStreetWeatherStation201506301300
63rdStreetWeatherStation,06/30/2016 02:00:00 PM,18.90,17.3,86,0.0,0.00,283.7,0,69,4.9,5.9,987.1,770,354,12.0,06/30/2016 2:00 PM,63rdStreetWeatherStation201506301400
63rdStreetWeatherStation,06/30/2016 03:00:00 PM,19.20,17.6,86,0.0,0.00,283.7,0,78,2.9,4.4,987.4,662,354,11.9,06/30/2016 3:00 PM,63rdStreetWeatherStation201506301500
63rdStreetWeatherStation,06/30/2016 04:00:00 PM,19.40,17.4,83,0.0,0.00,283.7,0,120,0.4,0.7,987.3,640,354,12.0,06/30/2016 4:00 PM,63rdStreetWeatherStation201506301600
63rdStreetWeatherStation,06/30/2016 05:00:00 PM,19.20,17.7,87,0.0,0.00,283.7,0,31,5.4,7.2,987.9,480,353,11.9,06/30/2016 5:00 PM,63rdStreetWeatherStation201506301700
63rdStreetWeatherStation,06/30/2016 06:00:00 PM,16.20,15.9,98,0.0,0.00,283.7,0,27,4.8,7.8,988.3,131,354,12.0,06/30/2016 6:00 PM,63rdStreetWeatherStation201506301800
63rdStreetWeatherStation,06/30/2016 07:00:00 PM,15.60,15.5,99,0.0,0.00,283.7,0,22,3.8,7.2,988.7,65,354,11.9,06/30/2016 7:00 PM,63rdStreetWeatherStation201506301900
63rdStreetWeatherStation,06/30/2016 08:00:00 PM,15.80,15.3,95,0.0,0.00,283.7,0,35,5.0,7.2,989.3,9,354,11.9,06/30/2016 8:00 PM,63rdStreetWeatherStation201506302000
63rdStreetWeatherStation,06/30/2016 09:00:00 PM,15.50,14.6,92,0.0,0.00,283.7,0,36,4.4,6.7,989.8,3,354,11.9,06/30/2016 9:00 PM,63rdStreetWeatherStation201506302100
63rdStreetWeatherStation,06/30/2016 10:00:00 PM,15.80,14.8,90,0.0,0.00,283.7,0,45,2.9,5.8,990.3,3,354,11.9,06/30/2016 10:00 PM,63rdStreetWeatherStation201506302200
63rdStreetWeatherStation,06/30/2016 11:00:00 PM,15.80,14.6,89,0.0,0.00,283.7,0,43,2.5,6.1,990.7,3,354,11.9,06/30/2016 11:00 PM,63rdStreetWeatherStation201506302300
63rdStreetWeatherStation,06/30/2016 12:00:00 AM,19.60,19.1,95,0.0,0.00,283.7,0,220,1.6,3.1,986.2,2,355,11.9,06/30/2016 12:00 AM,63rdStreetWeatherStation201506302400
63rdStreetWeatherStation,07/01/2016 01:00:00 AM,15.80,14.3,86,0.0,0.00,283.7,0,21,4.0,6.1,990.6,3,355,11.9,07/01/2016 1:00 AM,63rdStreetWeatherStation201507010100
63rdStreetWeatherStation,07/01/2016 02:00:00 AM,15.60,14.0,85,0.0,0.00,283.7,0,31,3.8,5.8,990.8,3,354,11.9,07/01/2016 2:00 AM,63rdStreetWeatherStation201507010200
63rdStreetWeatherStation,07/01/2016 03:00:00 AM,15.10,13.7,86,0.0,0.00,283.7,0,55,2.2,3.9,990.8,3,354,11.9,07/01/2016 3:00 AM,63rdStreetWeatherStation201507010300
63rdStreetWeatherStation,07/01/2016 04:00:00 AM,14.90,13.5,86,0.0,0.00,283.7,0,28,4.0,5.3,991.2,3,354,11.9,07/01/2016 4:00 AM,63rdStreetWeatherStation201507010400
63rdStreetWeatherStation,07/01/2016 05:00:00 AM,14.60,13.4,88,0.0,0.00,283.7,0,37,4.0,6.7,990.9,3,354,11.9,07/01/2016 5:00 AM,63rdStreetWeatherStation201507010500
63rdStreetWeatherStation,07/01/2016 06:00:00 AM,14.40,13.1,87,0.0,0.00,283.7,0,54,2.2,4.9,991.4,27,354,11.9,07/01/2016 6:00 AM,63rdStreetWeatherStation201507010600
63rdStreetWeatherStation,07/01/2016 07:00:00 AM,14.60,13.1,86,0.0,0.00,283.7,0,62,2.2,4.7,992.2,77,354,11.9,07/01/2016 7:00 AM,63rdStreetWeatherStation201507010700
63rdStreetWeatherStation,07/01/2016 08:00:00 AM,14.50,12.9,84,0.0,0.00,283.7,0,34,4.8,6.3,992.2,102,355,11.9,07/01/2016 8:00 AM,63rdStreetWeatherStation201507010800
63rdStreetWeatherStation,07/01/2016 09:00:00 AM,14.70,13.2,84,0.0,0.00,283.7,0,28,3.8,5.9,992.4,538,354,11.9,07/01/2016 9:00 AM,63rdStreetWeatherStation201507010900
63rdStreetWeatherStation,07/01/2016 10:00:00 AM,15.10,13.4,83,0.0,0.00,283.7,0,61,2.1,3.7,992.7,495,355,12.0,07/01/2016 10:00 AM,63rdStreetWeatherStation201507011000
63rdStreetWeatherStation,07/01/2016 11:00:00 AM,14.90,13.2,84,0.0,0.00,283.7,0,58,2.3,4.5,992.8,630,354,12.0,07/01/2016 11:00 AM,63rdStreetWeatherStation201507011100
63rdStreetWeatherStation,07/01/2016 12:00:00 PM,15.00,13.5,85,0.0,0.00,283.7,0,70,4.0,5.4,992.7,825,355,11.9,07/01/2016 12:00 PM,63rdStreetWeatherStation201507011200
63rdStreetWeatherStation,07/01/2016 01:00:00 PM,15.10,13.4,83,0.0,0.00,283.7,0,75,4.2,5.3,992.8,903,354,12.0,07/01/2016 1:00 PM,63rdStreetWeatherStation201507011300
63rdStreetWeatherStation,07/01/2016 02:00:00 PM,14.80,13.0,82,0.0,0.00,283.7,0,72,4.3,5.4,992.4,761,354,11.9,07/01/2016 2:00 PM,63rdStreetWeatherStation201507011400
63rdStreetWeatherStation,07/01/2016 03:00:00 PM,14.70,12.9,81,0.0,0.00,283.7,0,70,4.2,6.0,992.7,764,354,11.9,07/01/2016 3:00 PM,63rdStreetWeatherStation201507011500
63rdStreetWeatherStation,07/01/2016 04:00:00 PM,14.70,12.8,81,0.0,0.00,283.7,0,75,4.8,6.0,992.4,508,355,11.9,07/01/2016 4:00 PM,63rdStreetWeatherStation201507011600
63rdStreetWeatherStation,07/01/2016 05:00:00 PM,14.60,12.8,82,0.0,0.00,283.7,0,63,2.6,4.5,992.3,326,354,12.0,07/01/2016 5:00 PM,63rdStreetWeatherStation201507011700
63rdStreetWeatherStation,07/01/2016 06:00:00 PM,14.70,13.0,83,0.0,0.00,283.7,0,66,4.3,5.8,992.7,275,354,11.9,07/01/2016 6:00 PM,63rdStreetWeatherStation201507011800
63rdStreetWeatherStation,07/01/2016 07:00:00 PM,14.40,12.9,84,0.0,0.00,283.7,0,65,4.1,5.6,993.2,60,354,11.9,07/01/2016 7:00 PM,63rdStreetWeatherStation201507011900
63rdStreetWeatherStation,07/01/2016 08:00:00 PM,14.30,12.9,85,0.0,0.00,283.7,0,53,1.9,4.5,993.1,23,354,11.9,07/01/2016 8:00 PM,63rdStreetWeatherStation201507012000
63rdStreetWeatherStation,07/01/2016 12:00:00 AM,15.80,14.4,87,0.0,0.00,283.7,0,31,4.1,6.7,990.2,3,354,11.9,07/01/2016 12:00 AM,63rdStreetWeatherStation201507012400
63rdStreetWeatherStation,07/02/2016 02:00:00 PM,16.10,14.9,89,0.0,0.00,283.7,0,9,6.0,9.4,993.1,930,354,12.0,07/02/2016 2:00 PM,63rdStreetWeatherStation201507021400
63rdStreetWeatherStation,07/02/2016 03:00:00 PM,16.10,15.0,90,0.0,0.00,283.7,0,15,6.7,9.6,993.2,645,354,11.9,07/02/2016 3:00 PM,63rdStreetWeatherStation201507021500
63rdStreetWeatherStation,07/02/2016 04:00:00 PM,16.40,15.2,89,0.0,0.00,283.7,0,7,5.5,9.5,992.8,511,354,11.9,07/02/2016 4:00 PM,63rdStreetWeatherStation201507021600
63rdStreetWeatherStation,07/02/2016 05:00:00 PM,16.80,15.3,86,0.0,0.00,283.7,0,5,4.3,9.6,992.8,489,353,12.0,07/02/2016 5:00 PM,63rdStreetWeatherStation201507021700
63rdStreetWeatherStation,07/02/2016 06:00:00 PM,16.00,14.9,90,0.0,0.00,283.7,0,12,6.9,11.3,992.2,321,354,11.9,07/02/2016 6:00 PM,63rdStreetWeatherStation201507021800
63rdStreetWeatherStation,07/02/2016 07:00:00 PM,16.00,14.5,86,0.0,0.00,283.7,0,12,6.8,9.8,992.2,163,354,12.0,07/02/2016 7:00 PM,63rdStreetWeatherStation201507021900
63rdStreetWeatherStation,07/02/2016 08:00:00 PM,15.80,14.0,83,0.0,0.00,283.7,0,18,6.0,8.5,992.7,23,355,11.9,07/02/2016 8:00 PM,63rdStreetWeatherStation201507022000
63rdStreetWeatherStation,07/02/2016 09:00:00 PM,15.60,13.9,83,0.0,0.00,283.7,0,30,4.3,7.1,992.9,3,354,12.0,07/02/2016 9:00 PM,63rdStreetWeatherStation201507022100
63rdStreetWeatherStation,07/02/2016 10:00:00 PM,16.10,14.1,81,0.0,0.00,283.7,0,15,4.5,6.0,993.3,2,354,11.9,07/02/2016 10:00 PM,63rdStreetWeatherStation201507022200
63rdStreetWeatherStation,07/02/2016 11:00:00 PM,16.60,14.6,81,0.0,0.00,283.7,0,16,3.2,6.2,992.8,2,354,11.9,07/02/2016 11:00 PM,63rdStreetWeatherStation201507022300
63rdStreetWeatherStation,07/03/2016 01:00:00 AM,17.00,15.0,81,0.0,0.00,283.7,0,22,2.6,4.5,992.9,2,355,12.0,07/03/2016 1:00 AM,63rdStreetWeatherStation201507030100
63rdStreetWeatherStation,07/03/2016 02:00:00 AM,17.00,15.6,87,0.0,0.00,283.7,0,24,2.2,4.6,992.3,2,354,11.9,07/03/2016 2:00 AM,63rdStreetWeatherStation201507030200
63rdStreetWeatherStation,07/03/2016 03:00:00 AM,17.20,16.0,89,0.0,0.00,283.7,0,72,2.6,3.8,992.1,2,354,11.9,07/03/2016 3:00 AM,63rdStreetWeatherStation201507030300
63rdStreetWeatherStation,07/03/2016 04:00:00 AM,17.30,15.8,86,0.0,0.00,283.7,0,111,0.9,1.4,991.7,2,355,11.9,07/03/2016 4:00 AM,63rdStreetWeatherStation201507030400
63rdStreetWeatherStation,07/03/2016 05:00:00 AM,17.30,15.5,84,0.0,0.00,283.7,0,106,1.0,1.9,991.8,2,354,11.9,07/03/2016 5:00 AM,63rdStreetWeatherStation201507030500
63rdStreetWeatherStation,07/03/2016 06:00:00 AM,17.20,15.7,86,0.0,0.00,283.7,0,99,0.8,1.8,992.0,27,355,11.9,07/03/2016 6:00 AM,63rdStreetWeatherStation201507030600
63rdStreetWeatherStation,07/03/2016 07:00:00 AM,17.20,15.8,87,0.0,0.00,283.7,0,81,2.0,2.8,992.4,168,355,12.0,07/03/2016 7:00 AM,63rdStreetWeatherStation201507030700
63rdStreetWeatherStation,07/03/2016 08:00:00 AM,17.60,15.9,84,0.0,0.00,283.7,0,105,0.7,2.0,992.7,191,354,12.0,07/03/2016 8:00 AM,63rdStreetWeatherStation201507030800
63rdStreetWeatherStation,07/03/2016 09:00:00 AM,17.80,16.1,84,0.0,0.00,283.7,0,27,1.9,3.3,992.8,335,355,12.0,07/03/2016 9:00 AM,63rdStreetWeatherStation201507030900
63rdStreetWeatherStation,07/03/2016 10:00:00 AM,17.80,16.0,84,0.0,0.00,283.7,0,38,2.1,3.4,992.5,407,355,11.9,07/03/2016 10:00 AM,63rdStreetWeatherStation201507031000
63rdStreetWeatherStation,07/03/2016 11:00:00 AM,17.90,16.3,86,0.0,0.00,283.7,0,34,2.7,4.0,992.5,679,354,11.9,07/03/2016 11:00 AM,63rdStreetWeatherStation201507031100
63rdStreetWeatherStation,07/03/2016 12:00:00 PM,17.90,16.4,86,0.0,0.00,283.7,0,34,3.3,4.6,992.7,667,355,11.9,07/03/2016 12:00 PM,63rdStreetWeatherStation201507031200
63rdStreetWeatherStation,07/03/2016 01:00:00 PM,18.30,16.4,83,0.0,0.00,283.7,0,50,1.6,3.2,992.7,735,355,11.9,07/03/2016 1:00 PM,63rdStreetWeatherStation201507031300
63rdStreetWeatherStation,07/03/2016 02:00:00 PM,18.20,16.7,86,0.0,0.00,283.7,0,35,2.6,4.1,992.4,770,354,11.9,07/03/2016 2:00 PM,63rdStreetWeatherStation201507031400
63rdStreetWeatherStation,07/03/2016 03:00:00 PM,18.50,16.6,83,0.0,0.00,283.7,0,28,3.1,4.2,991.8,384,354,12.0,07/03/2016 3:00 PM,63rdStreetWeatherStation201507031500
63rdStreetWeatherStation,07/03/2016 04:00:00 PM,18.80,16.9,83,0.0,0.00,283.7,0,25,2.3,3.7,991.5,588,354,12.0,07/03/2016 4:00 PM,63rdStreetWeatherStation201507031600
63rdStreetWeatherStation,07/03/2016 05:00:00 PM,18.90,16.7,80,0.0,0.00,283.7,0,50,1.3,2.9,991.2,491,353,12.0,07/03/2016 5:00 PM,63rdStreetWeatherStation201507031700
63rdStreetWeatherStation,07/03/2016 06:00:00 PM,18.90,16.7,80,0.0,0.00,283.7,0,78,2.2,2.7,990.9,284,354,12.0,07/03/2016 6:00 PM,63rdStreetWeatherStation201507031800
63rdStreetWeatherStation,07/03/2016 07:00:00 PM,18.60,16.5,81,0.0,0.00,283.7,0,75,1.9,2.9,991.0,117,355,11.9,07/03/2016 7:00 PM,63rdStreetWeatherStation201507031900
63rdStreetWeatherStation,07/03/2016 08:00:00 PM,18.20,16.3,82,0.0,0.00,283.7,0,104,0.7,1.1,990.8,26,354,11.9,07/03/2016 8:00 PM,63rdStreetWeatherStation201507032000
63rdStreetWeatherStation,07/03/2016 09:00:00 PM,18.40,16.4,82,0.0,0.00,283.7,0,170,0.6,1.3,990.8,2,355,12.0,07/03/2016 9:00 PM,63rdStreetWeatherStation201507032100
